hospital_name,hospital_city,hospital_state,hospital_address,procedure_category,procedure_name,cpt_code,payer,plan,negotiated_dollar,discounted_cash,gross_charge,setting,billing_class
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,Ultrasound Pelvis,Ultrasound Pelvis (limited),76857,BLUE CROSS - UT (REGENCE),HIGHMARK BCBS,154.46,257.4,396.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CBC Blood Panel,CBC Blood Panel (automated w/ diff),85025,PRIME HEALTH SERVICES,PRIME HEALTH SERVICES,247.0,169.0,260.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CBC Blood Panel,CBC Blood Panel (automated),85027,CIGNA,CIGNA,,1141.73,1756.51,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,Chest X-Ray,Chest X-Ray (1 view),71045,UNITED HEALTHCARE,UNITED HEALTHCARE,132.48,89.7,138.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Knee / Joint,MRI Knee/Joint (w/o & w/ contrast),73723,BLUE CROSS - IN (ANTHEM),HIGHMARK BCBS,1847.84,2639.65,4061.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,Chest X-Ray,Chest X-Ray (1 view),71045,BLUE CROSS - ND,HIGHMARK BCBS,6109.14,18779.47,28891.5,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CBC Blood Panel,CBC Blood Panel (automated),85027,BLUE CROSS - IL ALTERNATE,HIGHMARK BCBS,41.6,57.2,88.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CT Abdomen & Pelvis,CT Abdomen & Pelvis (w/o & w/ contrast),74178,DELAWARE FIRST HEALTH,DE FIRST HEALTH MEDICAID,719.22,3892.85,5989.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Knee / Joint,MRI Knee/Joint (w/o contrast),73721,BLUE CROSS - OK,HIGHMARK BCBS,892.41,2258.75,3475.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CT Chest,CT Chest (w/ contrast),71260,BLUE CROSS - TX,HIGHMARK BCBS,717.57,1577.55,2427.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CBC Blood Panel,CBC Blood Panel (automated w/ diff),85025,BLUE CROSS - GA (ANTHEM),HIGHMARK BCBS,49.96,169.0,260.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,Ultrasound Abdomen,Ultrasound Abdomen (limited),76705,AETNA MEDICARE ADVANTAGE,AETNA MEDICARE ADVANTAGE,111.26,880.75,1355.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,Ultrasound Abdomen,Ultrasound Abdomen (complete),76700,BLUE CROSS - NE,HIGHMARK BCBS,481.77,930.15,1431.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CT Chest,CT Chest (w/o contrast),71250,BLUE CROSS - IN (ANTHEM),HIGHMARK BCBS,528.51,1105.0,1700.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CBC Blood Panel,CBC Blood Panel (automated),85027,BLUE CROSS - PA (INDEPENDENCE) MEDICARE ADVANTAGE,INDEPENDENCE BLUE CROSS MEDICARE ADV,6.47,1141.73,1756.51,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Knee / Joint,MRI Knee/Joint (w/o contrast),73721,BLUE CROSS - WV (HIGHMARK),HIGHMARK BCBS,892.41,2258.75,3475.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Brain,MRI Brain (w/ contrast),70552,BLUE CROSS - PA (INDEPENDENCE) MEDICARE ADVANTAGE,INDEPENDENCE BLUE CROSS MEDICARE ADV,373.65,1687.4,2596.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,Ultrasound Abdomen,Ultrasound Abdomen (complete),76700,CIGNA MEDICARE ADVANTAGE,CIGNA HEALTHSPRING MEDICARE ADVANTAGE,111.26,930.15,1431.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Spine (Lumbar),MRI Lumbar Spine (w/o contrast),72148,BLUE CROSS - IA (WELLMARK),HIGHMARK BCBS,784.64,1612.65,2481.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,Ultrasound Pelvis,Ultrasound Pelvis (complete),76856,BLUE CROSS - VT,HIGHMARK BCBS,447.23,824.85,1269.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Spine (Thoracic),MRI Thoracic Spine (w/o & w/ contrast),72157,BLUE CROSS - MI,HIGHMARK BCBS,1380.22,2496.0,3840.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CBC Blood Panel,CBC Blood Panel (automated),85027,PRIME HEALTH SERVICES,PRIME HEALTH SERVICES,83.6,57.2,88.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Abdomen,MRI Abdomen (w/o & w/ contrast),74183,BLUE CROSS - AL,HIGHMARK BCBS,1526.64,2434.9,3746.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,Ultrasound Abdomen,Ultrasound Abdomen (limited),76705,BLUE CROSS - NM,HIGHMARK BCBS,367.95,880.75,1355.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Knee / Joint,MRI Knee/Joint (w/o contrast),73721,DEVON HEALTH SERVICES,DEVON HEALTH SERVICE,3301.25,2258.75,3475.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Abdomen,MRI Abdomen (w/o & w/ contrast),74183,BLUE CROSS - VT,HIGHMARK BCBS,1526.64,2434.9,3746.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Abdomen,MRI Abdomen (w/o contrast),74181,DEVOTED HEALTH MEDICARE ADVANTAGE,DEVOTED HEALTH MEDICARE ADVANTAGE,252.9,1128.4,1736.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,Chest X-Ray,Chest X-Ray (1 view),71045,BLUE CROSS - FL,HIGHMARK BCBS,211.3,9922.38,15265.2,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,Chest X-Ray,Chest X-Ray (1 view),71045,BLUE CROSS - SD (WELLMARK),HIGHMARK BCBS,6109.14,18779.47,28891.5,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Brain,MRI Brain (w/o & w/ contrast),70553,BLUE CROSS - AL,HIGHMARK BCBS,1366.01,2497.3,3842.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CT Head / Brain,CT Head/Brain (w/o & w/ contrast),70470,CIGNA MEDICARE ADVANTAGE,CIGNA HEALTHSPRING MEDICARE ADVANTAGE,186.26,1600.95,2463.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,Ultrasound Abdomen,Ultrasound Abdomen (limited),76705,BLUE SHIELD - NY HIGHMARK WESTERN,HIGHMARK BCBS,367.95,880.75,1355.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Spine (Lumbar),MRI Lumbar Spine (w/ contrast),72149,BLUE CROSS - OR (REGENCE),HIGHMARK BCBS,1205.51,2468.7,3798.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,Chest X-Ray,Chest X-Ray (2 views),71046,BLUE CROSS - DC (CAREFIRST),HIGHMARK BCBS,142.24,254.15,391.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Spine (Thoracic),MRI Thoracic Spine (w/o & w/ contrast),72157,THREE RIVERS PROVIDER NETWORK,THREE RIVERS,3648.0,2496.0,3840.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Knee / Joint,MRI Knee/Joint (w/o & w/ contrast),73723,BLUE CROSS - VA (ANTHEM),HIGHMARK BCBS,1847.84,2639.65,4061.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CT Chest,CT Chest (w/o contrast),71250,BLUE CROSS - NV (ANTHEM),HIGHMARK BCBS,528.51,1105.0,1700.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Spine (Thoracic),MRI Thoracic Spine (w/o contrast),72146,BLUE CROSS - KS,HIGHMARK BCBS,780.59,1612.65,2481.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Spine (Cervical),MRI Cervical Spine (w/o contrast),72141,BLUE CROSS - MD (CAREFIRST),HIGHMARK BCBS,780.59,1612.65,2481.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CT Chest,CT Chest (w/o & w/ contrast),71270,AETNA MEDICARE ADVANTAGE,AETNA MEDICARE ADVANTAGE,186.26,1708.85,2629.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Spine (Thoracic),MRI Thoracic Spine (w/ contrast),72147,BLUE CROSS - PA (CAPITAL),HIGHMARK BCBS,1221.78,1706.9,2626.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CT Chest,CT Chest (w/ contrast),71260,BLUE CROSS - NH (ANTHEM),HIGHMARK BCBS,717.57,1577.55,2427.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Knee / Joint,MRI Knee/Joint (w/o contrast),73721,SAINT FRANCIS LIFE,ST FRANCIS LIFE PACE,252.9,3388.45,5213.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CT Head / Brain,CT Head/Brain (w/o & w/ contrast),70470,BLUE CROSS - IA (WELLMARK),HIGHMARK BCBS,731.78,1600.95,2463.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,Ultrasound Pelvis,Ultrasound Pelvis (limited),76857,BLUE CROSS - MD (CAREFIRST),HIGHMARK BCBS,154.46,257.4,396.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,Chest X-Ray,Chest X-Ray (1 view),71045,SAINT FRANCIS LIFE,ST FRANCIS LIFE PACE,2608.09,9922.38,15265.2,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CT Abdomen & Pelvis,CT Abdomen & Pelvis (w/o contrast),74176,BLUE CROSS - VT,HIGHMARK BCBS,652.49,2068.3,3182.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Abdomen,MRI Abdomen (w/o & w/ contrast),74183,COVENTRY,COVENTRY ADVANTRA MEDICARE ADVANTAGE,373.65,2434.9,3746.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CBC Blood Panel,CBC Blood Panel (automated w/ diff),85025,AETNA MEDICARE ADVANTAGE,AETNA MEDICARE ADVANTAGE,8.22,1048.94,1613.75,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Spine (Cervical),MRI Cervical Spine (w/ contrast),72142,PRIME HEALTH SERVICES,PRIME HEALTH SERVICES,2231.55,1526.85,2349.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Abdomen,MRI Abdomen (w/o & w/ contrast),74183,BLUE CARE NETWORK,HIGHMARK BCBS,1526.64,2434.9,3746.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Spine (Lumbar),MRI Lumbar Spine (w/o & w/ contrast),72158,BLUE SHIELD - DE (HIGHMARK) MEDCIARE ADVANTAGE,HIGHMARK MEDICARE ADVANTAGE,373.65,2496.0,3840.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Brain,MRI Brain (w/ contrast),70552,DELAWARE FIRST HEALTH,DE FIRST HEALTH MEDICAID,572.52,1687.4,2596.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Spine (Cervical),MRI Cervical Spine (w/ contrast),72142,BLUE SHIELD - CA,HIGHMARK BCBS,1233.99,1526.85,2349.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,Chest X-Ray,Chest X-Ray (2 views),71046,BLUE CROSS - PA (INDEPENDENCE),INDEPENDENCE BLUE CROSS,233.24,254.15,391.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,Chest X-Ray,Chest X-Ray (1 view),71045,BLUE SHIELD - CA,HIGHMARK BCBS,211.3,9922.38,15265.2,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CT Abdomen & Pelvis,CT Abdomen & Pelvis (w/ contrast),74177,BLUE CROSS - MA,HIGHMARK BCBS,1410.83,3236.35,4979.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Abdomen,MRI Abdomen (w/o contrast),74181,BLUE CROSS - NV (ANTHEM),HIGHMARK BCBS,825.34,1128.4,1736.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CT Head / Brain,CT Head/Brain (w/ contrast),70460,BLUE CROSS - AK (PREMERA),HIGHMARK BCBS,607.8,1244.75,1915.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Spine (Lumbar),MRI Lumbar Spine (w/o contrast),72148,BLUE CROSS - TX,HIGHMARK BCBS,784.64,1612.65,2481.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Spine (Thoracic),MRI Thoracic Spine (w/o & w/ contrast),72157,AETNA MEDICARE ADVANTAGE,AETNA MEDICARE ADVANTAGE,373.65,2496.0,3840.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CT Head / Brain,CT Head/Brain (w/o & w/ contrast),70470,BLUE CROSS - IN (ANTHEM),HIGHMARK BCBS,731.78,1600.95,2463.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Knee / Joint,MRI Knee/Joint (w/o & w/ contrast),73723,UNITED HEALTHCARE,UNITED HEALTHCARE,5848.32,3959.8,6092.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,Chest X-Ray,Chest X-Ray (2 views),71046,DELAWARE FIRST HEALTH,DE FIRST HEALTH MEDICAID,69.32,254.15,391.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,Ultrasound Abdomen,Ultrasound Abdomen (complete),76700,AMERIHEALTH MEDICARE,AMERIHEALTH CARITAS MEDICARE ADVANTAGE,111.26,930.15,1431.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CT Abdomen & Pelvis,CT Abdomen & Pelvis (w/o contrast),74176,UNITED HEALTHCARE,UNITED HEALTHCARE,,2068.3,3182.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CBC Blood Panel,CBC Blood Panel (automated),85027,BLUE CROSS - FEDERAL,HIGHMARK BCBS,41.6,57.2,88.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Abdomen,MRI Abdomen (w/o & w/ contrast),74183,BLUE CROSS - NV (ANTHEM),HIGHMARK BCBS,1526.64,2434.9,3746.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CT Abdomen & Pelvis,CT Abdomen & Pelvis (w/o contrast),74176,BLUE CROSS - VA (ANTHEM),HIGHMARK BCBS,652.49,2068.3,3182.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Knee / Joint,MRI Knee/Joint (w/o contrast),73721,CIGNA MEDICARE ADVANTAGE,CIGNA HEALTHSPRING MEDICARE ADVANTAGE,252.9,3388.45,5213.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Spine (Lumbar),MRI Lumbar Spine (w/o contrast),72148,AMERIHEALTH CARITAS MEDICAID,AMERIHEALTH CARITAS MEDICAID,868.35,1612.65,2481.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,Ultrasound Abdomen,Ultrasound Abdomen (limited),76705,BLUE CROSS - IN (ANTHEM),HIGHMARK BCBS,367.95,880.75,1355.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,Ultrasound Abdomen,Ultrasound Abdomen (complete),76700,UNITED HEALTHCARE,UNITED HEALTHCARE,1373.76,930.15,1431.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Knee / Joint,MRI Knee/Joint (w/ contrast),73722,BLUE CROSS - MS,HIGHMARK BCBS,1532.81,3526.9,5426.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Brain,MRI Brain (w/ contrast),70552,MERITAIN,AETNA,1876.0,1687.4,2596.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Spine (Lumbar),MRI Lumbar Spine (w/ contrast),72149,DEVOTED HEALTH MEDICARE ADVANTAGE,DEVOTED HEALTH MEDICARE ADVANTAGE,373.65,2468.7,3798.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,Ultrasound Abdomen,Ultrasound Abdomen (complete),76700,BLUE CROSS - MA,HIGHMARK BCBS,481.77,930.15,1431.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Knee / Joint,MRI Knee/Joint (w/ contrast),73722,BLUE CROSS - SD (WELLMARK),HIGHMARK BCBS,1532.81,2351.05,3617.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CT Head / Brain,CT Head/Brain (w/o contrast),70450,PRIME HEALTH SERVICES,PRIME HEALTH SERVICES,1289.15,882.05,1357.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Knee / Joint,MRI Knee/Joint (w/o & w/ contrast),73723,BLUE CROSS - MS,HIGHMARK BCBS,1847.84,2639.65,4061.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,Chest X-Ray,Chest X-Ray (2 views),71046,BLUE CROSS - KS,HIGHMARK BCBS,142.24,254.15,391.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Spine (Thoracic),MRI Thoracic Spine (w/o & w/ contrast),72157,BLUE CROSS - FL,HIGHMARK BCBS,1380.22,2496.0,3840.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CBC Blood Panel,CBC Blood Panel (automated),85027,SAINT FRANCIS LIFE,ST FRANCIS LIFE PACE,6.34,1141.73,1756.51,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Spine (Cervical),MRI Cervical Spine (w/ contrast),72142,BLUE SHIELD - ID (REGENCE),HIGHMARK BCBS,1233.99,1526.85,2349.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CT Chest,CT Chest (w/ contrast),71260,AMERIHEALTH MEDICARE,AMERIHEALTH CARITAS MEDICARE ADVANTAGE,186.26,1577.55,2427.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,Ultrasound Abdomen,Ultrasound Abdomen (limited),76705,BLUE CROSS - NE,HIGHMARK BCBS,367.95,880.75,1355.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CBC Blood Panel,CBC Blood Panel (automated w/ diff),85025,BLUE CROSS - MN,HIGHMARK BCBS,49.96,169.0,260.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Knee / Joint,MRI Knee/Joint (w/ contrast),73722,BCBS GENERIC,HIGHMARK BCBS,1532.81,2351.05,3617.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CT Abdomen & Pelvis,CT Abdomen & Pelvis (w/o contrast),74176,BLUE CARE NETWORK,HIGHMARK BCBS,652.49,2068.3,3182.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Abdomen,MRI Abdomen (w/ contrast),74182,BLUE SHIELD - DE (HIGHMARK) MEDCIARE ADVANTAGE,HIGHMARK MEDICARE ADVANTAGE,373.65,1137.5,1750.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CT Abdomen & Pelvis,CT Abdomen & Pelvis (w/o contrast),74176,BLUE CROSS - NH (ANTHEM),HIGHMARK BCBS,652.49,2068.3,3182.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Spine (Thoracic),MRI Thoracic Spine (w/o contrast),72146,BLUE CROSS - WY,HIGHMARK BCBS,780.59,1612.65,2481.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Knee / Joint,MRI Knee/Joint (w/o contrast),73721,BLUE CROSS - TX,HIGHMARK BCBS,892.41,2258.75,3475.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Knee / Joint,MRI Knee/Joint (w/ contrast),73722,BLUE CROSS - AZ,HIGHMARK BCBS,1532.81,2351.05,3617.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Knee / Joint,MRI Knee/Joint (w/o contrast),73721,BLUE CROSS - MD (CAREFIRST),HIGHMARK BCBS,892.41,2258.75,3475.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Spine (Lumbar),MRI Lumbar Spine (w/o & w/ contrast),72158,BLUE CROSS - KS,HIGHMARK BCBS,1372.12,2496.0,3840.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Spine (Cervical),MRI Cervical Spine (w/o & w/ contrast),72156,BLUE CROSS - NH (ANTHEM),HIGHMARK BCBS,1376.17,2496.0,3840.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Knee / Joint,MRI Knee/Joint (w/ contrast),73722,CIGNA,CIGNA,2238.92,2351.05,3617.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Knee / Joint,MRI Knee/Joint (w/o & w/ contrast),73723,BLUE CROSS - DC (CAREFIRST),HIGHMARK BCBS,1847.84,3959.8,6092.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Knee / Joint,MRI Knee/Joint (w/o contrast),73721,BLUE CROSS - GA (ANTHEM),HIGHMARK BCBS,892.41,2258.75,3475.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Knee / Joint,MRI Knee/Joint (w/o contrast),73721,BLUE CROSS - WI (ANTHEM),HIGHMARK BCBS,892.41,2258.75,3475.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Spine (Thoracic),MRI Thoracic Spine (w/o contrast),72146,BLUE CROSS - NV (ANTHEM),HIGHMARK BCBS,780.59,1612.65,2481.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Spine (Lumbar),MRI Lumbar Spine (w/o contrast),72148,BLUE CROSS - FL,HIGHMARK BCBS,784.64,1612.65,2481.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CBC Blood Panel,CBC Blood Panel (automated),85027,AMERIHEALTH CARITAS MEDICAID,AMERIHEALTH CARITAS MEDICAID,,1141.73,1756.51,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Knee / Joint,MRI Knee/Joint (w/o & w/ contrast),73723,BLUE CROSS - TX,HIGHMARK BCBS,1847.84,2639.65,4061.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Knee / Joint,MRI Knee/Joint (w/o contrast),73721,BLUE CROSS - SD (WELLMARK),HIGHMARK BCBS,892.41,2258.75,3475.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CT Chest,CT Chest (w/ contrast),71260,BLUE CROSS - WV (HIGHMARK),HIGHMARK BCBS,717.57,1577.55,2427.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CT Abdomen & Pelvis,CT Abdomen & Pelvis (w/o & w/ contrast),74178,BLUE CROSS - SD (WELLMARK),HIGHMARK BCBS,1591.78,3892.85,5989.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Brain,MRI Brain (w/o contrast),70551,BLUE CROSS - MO (ANTHEM),HIGHMARK BCBS,815.12,1535.3,2362.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Knee / Joint,MRI Knee/Joint (w/o contrast),73721,BLUE CROSS - NM,HIGHMARK BCBS,892.41,2258.75,3475.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Knee / Joint,MRI Knee/Joint (w/o contrast),73721,GALAXY HEALTH NETWORK,GALAXY HEALTH NETWORK,3301.25,2258.75,3475.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CT Abdomen & Pelvis,CT Abdomen & Pelvis (w/o contrast),74176,BLUE CROSS - AL,HIGHMARK BCBS,652.49,2068.3,3182.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,CT Chest,CT Chest (w/o & w/ contrast),71270,BLUE CROSS - NY (ANTHEM),HIGHMARK BCBS,884.24,1708.85,2629.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,Chest X-Ray,Chest X-Ray (1 view),71045,BLUE CROSS - MI,HIGHMARK BCBS,105.65,89.7,138.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,Ultrasound Abdomen,Ultrasound Abdomen (limited),76705,BLUE CROSS - PA (CAPITAL),HIGHMARK BCBS,367.95,880.75,1355.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Knee / Joint,MRI Knee/Joint (w/ contrast),73722,GEHA,UNITED HEALTHCARE,5208.96,3526.9,5426.0,outpatient,facility
St. Francis Hospital,Wilmington,DE,701 N. Clayton St,MRI Knee / Joint,MRI Knee/Joint (w/o & w/ contrast),73723,BLUE CROSS - WA (PREMERA),HIGHMARK BCBS,1847.84,2639.65,4061.0,outpatient,facility
